latitude,longitude
54.73455296828147,24.38525073582876
53.54406271191534,24.44849314885432
54.39041260036548,24.193794645952785
54.296022644229495,24.068710919326882
54.9510850151232,24.94890178512815
53.89878025955588,24.60360239022703
53.04556860901227,23.756049172831965
53.932993967267954,24.243428495601588
54.866140728975516,24.97864879010186
53.03879546500339,24.16151557065186
54.617597161705504,23.813564221854612
53.603054545527,24.6874758294718
54.609738888120965,23.979980942674516
53.834059551674194,24.25196196671238
54.81002754681415,23.010012359372666
53.7418666068702,24.680718426051975
53.39348935417357,23.433729693035783
53.62627777052357,23.379060845209725
54.97110073015519,24.06450703675739
54.27668595679174,24.48074745157385
54.49338218381816,24.660236469282438
53.24053379178335,24.787261891594373
54.985500889453434,24.085818258488004
53.59317180840313,24.52480128062822
53.66018542270592,23.563491243141478
53.54240866603304,24.499276035081767
53.78123872682532,23.586541749035746
53.00315259330254,24.50159751544551
54.14763349625293,24.372105960825778
54.29548929493735,24.610872133529224
54.21490062364046,24.105369374141272
54.70374972520068,24.112389027084703
53.175971493121416,23.29277724777798
53.72213653360366,24.375631598970767
54.17963623189792,23.504969783544286
53.81676784986795,23.76179337946704
54.655767352158094,23.040416096134486
54.487638430753044,23.57204835831813
53.49767879728521,24.80082301172401
54.67499094478417,23.596591829723277
54.457751212219975,23.806872997257937
54.446598562321434,24.982011891220075
53.0808804032481,24.32285127423184
53.52920262257709,23.012791764220427
54.047018675130374,24.955403969098892
54.03295272051684,24.114575814435693
53.589863380486825,23.79047257654374
53.2591807217876,23.4304983234014
54.407125004492855,24.148757288252774
54.29462977317978,23.02642910655283
54.69228290363408,24.753757493671394
53.05759328892776,24.048807335064343
53.63726919208649,24.90130356493659
53.23434791802689,24.64739237527292
53.768879923549434,23.524523376518292
53.56342306560805,23.540189776775627
54.57879287678421,24.46327233195514
54.30455365186921,23.654044933221154
53.438199466715446,23.610428570221345
53.51108726466503,23.547138053333068
53.71498529103824,24.440134683650317
54.246106862574464,23.87887665980408
53.325800303647114,24.04442138046762
54.7239915650395,24.14431824091064
53.98855338230156,23.54606971309925
53.350652567465744,24.634240719265307
54.493190657254814,23.07166041822415
54.68765294193326,23.94314470441571
53.10402474703039,23.270601644636628
53.722065209123905,24.43558500038439
54.97797078808963,23.688793723003425
54.46985387647458,23.595233634879236
53.27089689217503,23.12212681843892
54.044429722409795,24.071638505773134
53.6441368286733,23.36436119047063
54.80184472008392,23.091221784922883
54.59129110021166,23.656151595158626
54.83980503599395,23.106580872648816
54.966949645947516,24.866563425709213
53.24376199662692,24.560819145376815
54.73573825307795,23.82387226019079
54.895648165338834,23.106386526299968
53.67690932390522,23.056426551825986
53.338407264794064,24.338399543423517
53.4952750275723,23.11508554712162
54.539802947626384,23.480328052776212
54.17281138767726,23.365552832512055
54.43470270330929,24.12296099842639
53.080879713465926,23.754343289808983
54.76667785804149,23.750187937786748
54.37785332458759,24.461199694115983
53.47163269916308,23.597657225870417
53.23737690796297,24.78508168016017
54.4631151565604,23.0837195006513
54.62587664064908,23.81955805011662
53.64804305055097,24.372398512172946
53.125246678042785,23.592827450718925
53.248815623282816,24.27021739691847
53.178335066100125,23.703542510044517
54.74493657483892,24.859589554398596
